state,county,state_name,county_name,population,pctl_20,pctl_50,pctl_80,share_affordable_80_ami,share_affordable_50_ami,famstruc_2par_married,famstruc_2par_married_ub,famstruc_2par_married_lb,famstruc_2par_unmarried,famstruc_2par_unmarried_ub,famstruc_2par_unmarried_lb,famstruc_1par_plusadults,famstruc_1par_plusadults_ub,famstruc_1par_plusadults_lb,famstruc_1par_noadults,famstruc_1par_noadults_ub,famstruc_1par_noadults_lb,famstruc_0par_2adults,famstruc_0par_2adults_ub,famstruc_0par_2adults_lb,famstruc_0par_other,famstruc_0par_other_ub,famstruc_0par_other_lb,hpsa_yn,hpsa_yn_quality,asian_other,asian_other_quality,black_nonhispanic,black_nonhispanic_quality,hispanic,hispanic_quality,white_nonhispanic,white_nonhispanic_quality,election_turnout,election_turnout_quality,haz_idx,haz_idx_quality,poverty_exposure,poverty_exposure_quality,white_nh_exposure,white_nh_exposure_quality,black_nh_exposure,black_nh_exposure_quality,hispanic_exposure,hispanic_exposure_quality,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,_FREQ_.x,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,_FREQ_.y,learning_rate,learning_rate_lb,learning_rate_ub,num_grades_included,learning_rate_quality,frpl40_total,poverty_measure_used,frpl40_total_quality,frpl40_white,frpl40_white_quality,frpl40_black,frpl40_black_quality,frpl40_hispanic,frpl40_hispanic_quality,share_employed,share_employed_ub,share_employed_lb,average_to_living_wage_ratio
01,001,Alabama,Autauga County,55601,20160.63,53694.14,102322.8,1.6756087998,1.5823909759,0.6721385477,0.7238159912,0.6204611041,0.039787795,0.0613049569,0.0182706331,0.0584555267,0.0842816755,0.0326293779,0.190831283,0.2340897144,0.1475728516,0.0065812515,0.0154824167,-0.002319914,0.0322055961,0.0516405567,0.0127706355,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.613738019169329,1,5.738374201973302,1,0,1,0.20003998794343403,1,0.7399626794955018,1,0.9293954372152466,1,16.43,18.5,1,1,0.8527528604,0.9945232316,0.7109824893,24,0.193618443,0.3176315027,0.0696053833,39,0.96334958,0.86069095,1.0660082,6,1,0.78623271,FRPL,1,0.80006719,1,0.74851567,1,0.76190478,1,0.7633750483,0.8005175651,0.7262325315,0.65351963
01,003,Alabama,Baldwin County,218022,25327.42,55315.1,112960.3,1.7734267755,1.4943334933,0.6608442226,0.7114657904,0.6102226549,0.0253152501,0.0421113957,0.0085191046,0.0521353194,0.0759051246,0.0283655142,0.2014171968,0.2443011372,0.1585332565,0,0,0,0.060288011,0.0857386853,0.0348373366,0,1,0,3,0.4225476522547652,3,0,3,1.522751641871063,3,0.6273637741319101,1,37.74025783844565,1,0,1,0.1270385670272831,1,0.7998583747234371,1,0.9240089744036263,1,27.47,22.51,1,1,0.8123339658,0.959610764,0.6650571677,27,0.514122062,0.6992507682,0.3289933559,28,0.80453658,0.74293524,0.86613792,6,1,0.52366197,FRPL,1,0.47485617,1,0.64800858,1,0.69631803,1,0.8160460653,0.8498387161,0.7822534144,0.61715484
01,005,Alabama,Barbour County,24881,12157.16,34040.06,75982.27,1.5236436354,1.359338983,0.4534602896,0.5154201917,0.3915003875,0.0237866448,0.0427523587,0.0048209308,0.0662648876,0.0972236656,0.0353061097,0.4067312828,0.4678690739,0.3455934917,0,0,0,0.0497568952,0.0768197889,0.0226940016,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5138159509202453,1,8.555035215162802,1,0,1,0.48631201017108155,1,0.4902415626363391,1,0.9354917363033973,1,1.29,7.16,1,1,0.8433018372,1.0067585446,0.6798451298,19,0.3492307692,0.5324787311,0.1659828074,26,1.0028402,0.8289628,1.1767175,6,1,1,Both,3,1,3,1,3,1,3,0.6406170531,0.6862354046,0.5949987017,0.67505515
01,007,Alabama,Bibb County,22400,10130.97,28164.1,73246.91,1.3690080509,1.5073685963,0.3059393786,0.3738262557,0.2380525015,0.0231498233,0.0453040838,9.955628e-4,0.1221514832,0.1703938494,0.0739091171,0.4737394317,0.547299076,0.4001797874,0,0,0,0.0750198832,0.1138281126,0.0362116538,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5013644115974986,1,11.901690725290248,1,0,1,0.19303543274290708,1,0.6145360296753569,1,0.9638815707920356,1,21.53,26.37,1,1,0.8890210177,1.0429330112,0.7351090242,16,0.4557716437,0.6687868749,0.2427564124,21,1.0027248,0.82204592,1.1834036000000001,6,1,1,FRPL,1,1,1,1,1,1,1,0.6030012788,0.657119675,0.5488828826,0.67442268
01,009,Alabama,Blount County,57840,22592.06,52468.29,95940.29,1.6238383495,1.564952308,0.7496506534,0.8057607508,0.6935405559,0.0213591115,0.0400849641,0.0026332589,0.0506744267,0.079082406,0.0222664474,0.1397610387,0.1846708204,0.094851257,0,0,0,0.0385547697,0.0634915088,0.0136180306,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.6030638699033702,1,25.647133315985776,1,0,1,0.09879091056871844,1,0.9702573107347411,1,0.8520011053785991,1,20.31,20.54,1,1,0.903599752,1.0298329402,0.7773665638,21,0.2309973046,0.3930054254,0.0689891838,26,0.69946158,0.58988708,0.80903608,6,1,0.69947565,FRPL,1,0.67279464,1,0.64245808,1,0.85620916,1,0.7213033192,0.765187576,0.6774190623,0.59919524
01,011,Alabama,Bullock County,10138,12157.16,34040.06,75982.27,1.5236436819,1.3593390286,0.4534602432,0.5154201448,0.3915003417,0.0237866465,0.0427523611,0.0048209318,0.0662648826,0.0972236594,0.0353061057,0.4067313338,0.467869126,0.3455935415,0,0,0,0.049756894,0.0768197873,0.0226940007,1,1,0,3,0.7661659742196654,3,0,3,2.9235772357723575,3,0.5747406955460647,1,5.955017301038063,1,0.9344887968969965,1,0.6872973961550695,1,0.21267984959839906,1,0.9941175056267364,1,0,9.23,1,1,0.8433018583,1.0067585567,0.6798451599,19,0.3492307692,0.5324787311,0.1659828074,26,0.65637618,0.34711632,0.96563601,5,1,1,Both,3,1,3,1,3,1,3,0.6406170466,0.6862353982,0.594998695,0.62476832
01,013,Alabama,Butler County,19680,16918.72,47615.56,97257.31,2.0226143867,2.1030064472,0.4746763458,0.5247531567,0.4245995349,0.0827007006,0.1103213901,0.0550800111,0.0217112292,0.0363262732,0.0070961851,0.3773425764,0.4259515981,0.3287335548,8.068362e-4,0.0036541924,-0.00204052,0.0427623119,0.0630515095,0.0224731142,1,1,0,3,0.5945279383429671,3,0,3,1.72168284789644,3,0.5660940032414911,1,13.952199970764507,1,0,1,0.37142706451650626,1,0.4475761920893149,1,0.9905377956625631,1,1.61,2.62,1,1,0.7598039264,0.9055620672,0.6140457856,33,0.3583836858,0.5150287214,0.2017386502,36,0.69228435,0.51053286,0.87403584,6,1,1,FRPL,1,1,1,1,1,1,1,0.7444219945,0.7774752582,0.7113687307,0.62106049
01,015,Alabama,Calhoun County,114277,19451.46,47311.63,95433.74,1.6842453767,1.5045413576,0.4650972029,0.5373641693,0.3928302364,0.1616766467,0.2150174996,0.1083357938,0.0610286277,0.0957121746,0.0263450807,0.1900582397,0.2469043526,0.1332121267,0.0452382905,0.0753497022,0.0151268789,0.0769009925,0.1155039556,0.0382980295,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5406834227619317,1,15.323204137012954,1,0.20121338393817553,1,0.1902720186204171,1,0.6069246748493979,1,0.9087706722020147,1,13.22,24.45,1,1,0.8845771144,1.005105129,0.7640490998,27,0.422954726,0.6248583148,0.2210511371,23,0.80768371,0.7214883,0.89387912,4,2,0.97550571,Both,3,0.96654642,3,0.99384552,3,0.97889185,3,0.7416833904,0.790887879,0.6924789018,0.69897389
01,017,Alabama,Chambers County,33615,15804.31,42854,84593.6,1.8688841574,1.7847360614,0.4770744247,0.5430765226,0.4110723268,0.0801407443,0.116019065,0.0442624236,0.0775555601,0.1129000167,0.0422111035,0.2995224742,0.3600505044,0.2389944439,0,0,0,0.0657067967,0.0984477616,0.0329658319,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5249244712990937,1,11.415798891202957,1,0,1,0.3812552825753042,1,0.5580534369521202,1,0.9479362400610211,1,2.89,2.92,1,1,0.8803399657,0.9984690515,0.7622108798,29,0.4688385269,0.721381548,0.2162955058,15,0.83473289,0.68028319,0.98918259,6,1,1,FRPL,1,1,1,1,1,1,1,0.6645565676,0.7111187307,0.6179944046,0.66812706
01,019,Alabama,Cherokee County,26032,15500.38,38497.69,80034.66,1.6683680324,1.8012750758,0.5358017021,0.5931028594,0.4785005448,0.0333117632,0.0539300039,0.0126935226,0.0874715152,0.1199328308,0.0550101997,0.2853726532,0.3372592957,0.2334860107,0.0115634598,0.0238471222,-7.20203e-4,0.0464789065,0.070667058,0.022290755,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5234333089490368,1,22.985331387758237,1,0,1,0.06350340588456269,1,0.9389300270558845,1,0.9793785722242337,1,4.36,51.95,1,1,0.7960679601,0.9726550207,0.6194808994,20,0.3743206522,0.5640278773,0.1846134271,25,0.88491708,0.72593564,1.0438986,6,1,1,FRPL,1,1,1,1,1,1,1,0.7148604061,0.7558527261,0.6738680861,0.61457181
01,021,Alabama,Chilton County,44153,15804.31,42854,84593.6,1.8300567811,1.7823553283,0.4770744574,0.5430765555,0.4110723593,0.0801407449,0.1160190658,0.044262424,0.0775555698,0.1129000285,0.0422111112,0.2995224372,0.3600504653,0.238994409,0,0,0,0.0657067907,0.0984477541,0.0329658272,1,1,0,3,1.0598881666457334,3,0,3,1.083178070885769,3,0.5821264458881318,1,12.598958452296658,1,0,1,0.16057956440746368,1,0.8405488265760789,1,0.8458848771819356,1,22.54,25.12,1,1,0.880339953,0.9984690443,0.7622108618,29,0.4688385269,0.721381548,0.2162955058,15,0.85760283,0.74285507,0.9723506,6,1,1,FRPL,1,1,1,1,1,1,1,0.6645565676,0.7111187306,0.6179944045,0.67389697
01,023,Alabama,Choctaw County,12841,13778.12,37484.59,81047.76,1.5802678026,1.9765697677,0.4427050899,0.5025094614,0.3829007185,0.0224660195,0.0403087835,0.0046232555,0.0439495661,0.0686298886,0.0192692435,0.3522515235,0.4097640935,0.2947389535,0.0522351441,0.079024658,0.0254456302,0.0863926569,0.1202187111,0.0525666027,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.6934854969091774,1,19.656208474826517,1,0,1,0.30489489818041443,1,0.4024467046043604,1,0.9854694307651835,1,0.79,11.8,1,1,0.8312048652,0.9724938127,0.6899159177,27,0.1334205363,0.2788532009,-0.012012128,21,0.71454346,0.45819685,0.97089005,6,1,1,FRPL,1,1,1,1,1,1,3,0.6224577197,0.6673482556,0.5775671838,0.89246321
01,025,Alabama,Clarke County,23920,13778.12,37484.59,81047.76,1.5802677843,1.9765697416,0.4427050806,0.502509452,0.3829007093,0.0224660204,0.0403087847,0.004623256,0.0439495708,0.0686298946,0.0192692469,0.3522515336,0.4097641039,0.2947389632,0.0522351363,0.0790246483,0.0254456243,0.0863926584,0.1202187128,0.0525666039,1,1,0,3,0.6884888801071012,3,0,3,1.3249900169546018,3,0.6788747069549362,1,14.202992380877186,1,0.11834173945134703,1,0.42566348266639537,1,0.5000939899824802,1,0.9929683121606719,1,0.67,7.52,1,1,0.8312048497,0.9724938024,0.6899158971,27,0.1334205363,0.2788532009,-0.012012128,21,0.89799666,0.73302466,1.0629687,6,1,1,FRPL,1,1,1,1,1,1,1,0.6224577196,0.6673482556,0.5775671837,0.71746391
01,027,Alabama,Clay County,13275,15500.38,38497.69,80034.66,1.6683680409,1.8012750532,0.5358017115,0.5931028687,0.4785005543,0.0333117637,0.0539300044,0.0126935229,0.0874715086,0.1199328231,0.0550101941,0.2853726484,0.3372592907,0.2334860062,0.0115634585,0.0238471202,-7.20203e-4,0.0464789093,0.0706670614,0.0222907571,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.6393822393822394,1,19.125651758830873,1,0,1,0.17254677571542051,1,0.8357851194926945,1,0.9390096589805241,1,4.52,13.75,1,1,0.7960679684,0.9726550264,0.6194809104,20,0.3743206522,0.5640278773,0.1846134271,25,1.040749,0.56959754,1.5119004,4,2,1,FRPL,1,1,1,1,1,1,1,0.714860394,0.7558527145,0.6738680735,0.61086398
01,029,Alabama,Cleburne County,14987,15500.38,38497.69,80034.66,1.6481595818,1.7784346586,0.5358016804,0.5931028378,0.4785005229,0.0333117669,0.0539300087,0.0126935252,0.0874715208,0.1199328374,0.0550102043,0.2853726553,0.3372592979,0.2334860127,0.0115634585,0.0238471202,-7.20203e-4,0.0464789181,0.0706670725,0.0222907637,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.583709606020363,1,23.53302201467645,1,0,1,0.04943257081345904,1,0.9562135748488811,1,0.9463639088708256,1,2.53,7.85,1,1,0.7960679697,0.9726550273,0.6194809121,20,0.3743206522,0.5640278773,0.1846134271,25,0.8560946,0.64088237,1.0713068,6,1,1,FRPL,1,1,1,1,1,1,1,0.7148604041,0.7558527241,0.673868084,0.78698558
01,031,Alabama,Coffee County,51909,16918.72,47615.56,97257.31,1.8310804962,2.0160378984,0.4746763742,0.5247531852,0.4245995631,0.082700694,0.1103213825,0.0550800055,0.0217112212,0.0363262627,0.0070961797,0.3773425594,0.4259515806,0.3287335382,8.068362e-4,0.0036541925,-0.00204052,0.042762315,0.0630515134,0.0224731166,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5471479383480438,1,14.605724874817648,1,0,1,0.2095128311343451,1,0.7455619881684994,1,0.8859398467484918,1,18.25,17.25,1,1,0.7598039249,0.905562066,0.6140457838,33,0.3583836858,0.5150287214,0.2017386502,36,0.90605193,0.79725254,1.0148513,6,1,0.6555019,FRPL,1,0.67068082,1,0.61700976,1,0.67901236,1,0.7444219971,0.7774752607,0.7113687335,0.6094436
01,033,Alabama,Colbert County,54762,19046.22,48628.66,90165.63,1.836435497,2.0485603776,0.65219312250000006,0.7019487181,0.6024375269,0.0556335137,0.0795789783,0.0316880491,0.0062363563,0.0144605201,-0.001987807,0.2006548166,0.2424933754,0.1588162579,0.0227367245,0.0383090861,0.007164363,0.0625454663,0.0878418106,0.037249122,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5899135787853675,1,31.889559743810903,1,0.08834772368940248,1,0.1690403069637431,1,0.7684988761529822,1,0.9580669822960931,1,17.04,22.68,1,1,0.9730375932,1.0188601788,0.9272150077,48,0.4404799495,0.6073535022,0.2736063968,34,0.92089593,0.80330312,1.0384887,5,1,0.67534244,FRPL,1,0.67132622,1,0.7360208,1,0.63372093,1,0.7660744261,0.7999757762,0.732173076,0.7826246
01,035,Alabama,Conecuh County,12277,13778.12,37484.59,81047.76,1.6005609579,1.982886679,0.4427050949,0.5025094664,0.3829007234,0.0224660168,0.0403087798,0.0046232538,0.0439495724,0.0686298967,0.0192692482,0.3522515039,0.4097640731,0.2947389347,0.0522351469,0.0790246615,0.0254456324,0.086392665,0.1202187207,0.0525666094,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.6702290076335878,1,12.78167115902965,1,0,1,0.4499342508692344,1,0.48191933326028563,1,0.9592656356323959,1,0,7.09,1,1,0.83120486,0.9724938092,0.6899159108,27,0.1334205363,0.2788532009,-0.012012128,21,0.84211808,0.58087748,1.1033587,6,1,0.71200413,FRPL,1,0.33878887,1,0.8957836,1,0.8125,1,0.6224577178,0.6673482537,0.5775671818,0.63867265
01,037,Alabama,Coosa County,10715,15804.31,42854,84593.6,1.8688841736,1.7847360142,0.4770744337,0.5430765317,0.4110723358,0.080140732,0.1160190502,0.0442624137,0.0775555819,0.112900043,0.0422111208,0.2995224561,0.3600504854,0.2389944269,0,0,0,0.0657067963,0.098447761,0.0329658315,1,1,0,3,0,3,0,3,1.1264367816091954,3,0.5998857795545403,1,14.749533208855695,1,0,1,0.23082218065550567,1,0.43583549820418627,1,0.9855114459576935,1,3.39,14.43,1,1,0.8803399499,0.9984690425,0.7622108573,29,0.4688385269,0.721381548,0.2162955058,15,0.95738834,0.65455425,1.2602224,6,1,1,FRPL,1,1,1,1,1,1,1,0.6645565516,0.7111187152,0.617994388,0.65225351
01,039,Alabama,Covington County,36986,16918.72,47615.56,97257.31,2.0226143705,2.103006422,0.4746763607,0.5247531716,0.4245995497,0.0827007053,0.1103213955,0.0550800151,0.0217112249,0.0363262676,0.0070961822,0.3773425648,0.4259515861,0.3287335434,8.06836e-4,0.003654192,-0.00204052,0.0427623083,0.0630515052,0.0224731115,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5441201570233828,1,16.491856075605185,1,0.09223884540585522,1,0.12743873893403676,1,0.7618333037854554,1,0.9754429224980106,1,3.09,8.85,1,1,0.759803931,0.9055620708,0.6140457911,33,0.3583836858,0.5150287214,0.2017386502,36,0.79705739,0.65972066,0.93439412,5,1,0.89036655,FRPL,1,0.87037414,1,0.98205382,1,0.95652175,1,0.7444219877,0.7774752517,0.7113687237,0.64794219
01,041,Alabama,Crenshaw County,13824,16918.72,47615.56,97257.31,1.9909539605,2.0170276234,0.4746763619,0.5247531729,0.4245995509,0.0827007051,0.1103213952,0.0550800149,0.0217112237,0.036326266,0.0070961814,0.3773425582,0.4259515794,0.328733537,8.068358e-4,0.0036541913,-0.00204052,0.0427623153,0.0630515137,0.0224731169,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5948742287612719,1,14.944683598794661,1,0,1,0.2432291093755403,1,0.7593528213021106,1,0.9470071781408413,1,3.32,10.98,1,1,0.7598039255,0.9055620665,0.6140457845,33,0.3583836858,0.5150287214,0.2017386502,36,0.98512226,0.77744842,1.1927961,6,1,1,FRPL,1,1,1,1,1,1,1,0.7444220022,0.7774752656,0.7113687388,0.65535784
01,043,Alabama,Cullman County,83442,19451.46,44373.65,87126.34,1.8029047739,2.0457665736,0.5662688399,0.6322086737,0.500329006,0.0361183444,0.0609440717,0.0112926172,0.0595233392,0.0910040014,0.0280426771,0.2545390606,0.3124973913,0.1965807298,0,0,0,0.0835504159,0.1203679588,0.046732873,0,1,0,3,0,3,0,3,1.1381126554498902,3,0.6145720081135903,1,23.07156493281103,1,0,1,0.05328307959726821,1,0.9538886116052717,1,0.9259836497170112,1,5.98,7.72,1,1,0.8320526986,0.9958863102,0.6682190869,20,0.1377807576,0.2702675352,0.00529398,26,0.84989625,0.75536227,0.94443023,6,1,0.77630436,FRPL,1,0.76729208,1,0.7846154,1,0.83318853,1,0.711729469,0.7560639351,0.6673950028,0.68290442
01,045,Alabama,Dale County,48956,17222.65,45386.75,95069.02,1.7948528222,1.83892567,0.603999329,0.6355680364,0.5724306216,0.0354155398,0.0473460132,0.0234850665,0.0459861015,0.0595062437,0.0324659593,0.2336551733,0.2609694954,0.2063408512,0.0074493329,0.0129997503,0.0018989155,0.0734945236,0.0903384019,0.0566506452,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5012431493115893,1,13.21396436926399,1,0,1,0.23337976154426313,1,0.7141000931147661,1,0.8878559288715145,1,14.04,14.61,1,1,0.8807471317,0.9536105112,0.8078837521,76,0.3053140097,0.3974412562,0.2131867631,96,0.89664298,0.76155776,1.0317283,5,1,1,FRPL,1,1,1,1,1,1,1,0.7152931693,0.7375733622,0.6930129764,0.95811719
01,047,Alabama,Dallas County,38310,10130.97,28164.1,73246.91,1.4754279278,1.3742239604,0.3059393991,0.3738262774,0.2380525208,0.023149827,0.0453040892,9.955647e-4,0.122151421,0.1703937766,0.0739090655,0.4737394484,0.5472990929,0.400179804,0,0,0,0.0750199045,0.1138281389,0.03621167,1,1,0,3,0,3,0,3,1.4026022304832715,3,0.6138167564919157,1,9.516833165664552,1,0.46096989650349146,1,0.5385259474315758,1,0.22577042456065896,1,0.9644919333985138,1,0.31,4.49,1,1,0.8890210077,1.0429330072,0.7351090082,16,0.4557716437,0.6687868749,0.2427564124,21,0.73880881,0.61471194,0.86290568,6,1,1,Both,3,1,3,1,3,1,3,0.6030012584,0.6571196551,0.5488828617,0.67204309
01,049,Alabama,DeKalb County,71385,14689.91,35458.39,75982.27,1.5491897709,1.7589375494,0.6221346839,0.6753420121,0.5689273556,0.0668338149,0.0942393541,0.0394282756,0.0196633258,0.034899532,0.0044271195,0.2123209044,0.2571987259,0.1674430828,0.0039756443,0.0108812134,-0.002929925,0.0750716268,0.1039885908,0.0461546628,1,1,0,3,0,3,0,3,1.165137614678899,3,0.5208955223880597,1,44.06947688324845,1,0,1,0.13724945340126626,1,0.9674004290393264,1,0.7381405176401599,1,3.43,23.48,1,1,0.7658862626,0.9428320876,0.5889404377,22,0.2593001842,0.4216304824,0.0969698859,28,0.96281493,0.86494249,1.0606873000000001,6,1,1,FRPL,1,1,1,1,1,1,1,0.642552912,0.6855166889,0.5995891351,0.66352898
01,051,Alabama,Elmore County,81887,20160.63,53694.14,102322.8,1.6756087875,1.5823910126,0.6721385213,0.7238159659,0.6204610768,0.0397877883,0.0613049484,0.0182706281,0.0584555375,0.0842816885,0.0326293865,0.1908313011,0.2340897341,0.1475728681,0.0065812529,0.0154824189,-0.002319913,0.0322055989,0.0516405604,0.0127706375,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6060014637716516,1,7.553815316044372,1,0,1,0.22729583747251264,1,0.75194849768417,1,0.9497486472908933,1,17.58,14.21,1,1,0.8527528454,0.9945232225,0.7109824682,24,0.193618443,0.3176315027,0.0696053833,39,0.83646441,0.74417889,0.92874992,6,1,0.92944741,FRPL,1,0.92073584,1,0.95508403,1,0.94265234,1,0.7633750513,0.8005175679,0.7262325346,0.59957552
01,053,Alabama,Escambia County,36748,13778.12,37484.59,81047.76,1.6005609581,1.9828867067,0.4427050825,0.5025094538,0.3829007111,0.0224660266,0.0403087934,0.0046232598,0.0439495613,0.0686298826,0.01926924,0.3522515084,0.4097640778,0.294738939,0.0522351523,0.0790246682,0.0254456364,0.0863926689,0.1202187252,0.0525666126,1,1,0,3,0,3,0,3,1.5718832891246686,3,0.5061370610296625,1,15.894117028547395,1,0.09782937741105872,1,0.29279502288634807,1,0.5647587760435753,1,0.9593837752886858,1,0.77,0.79,1,1,0.8312049271,0.9724938539,0.6899160002,27,0.1334205363,0.2788532009,-0.012012128,21,0.91928917,0.78461754,1.0539608,6,1,0.93366873,FRPL,1,0.92011017,1,0.94556838,1,0.93859649,1,0.6224577269,0.6673482627,0.5775671912,0.70541346
01,055,Alabama,Etowah County,102501,22288.13,45386.75,89152.54,1.7471888329,2.0701602007,0.5129330043,0.5811899945,0.444676014,0.1196874143,0.1640140897,0.075360739,0.0990311672,0.1398220678,0.0582402666,0.1909331871,0.2446061247,0.1372602495,0.0083630381,0.0207990421,-0.004072966,0.069052189,0.1036759191,0.0344284589,0,1,0,3,1.2636897644834375,3,0,3,0.9132735519104546,3,0.5605991368367605,1,18.041334537003245,1,0.09703704090536361,1,0.1259217681753392,1,0.5820876835529204,1,0.8769604603612902,1,10.74,15.82,1,1,1,1,1,19,0.3037555228,0.4683208801,0.1391901655,30,0.78274858,0.69984168,0.86565548,6,1,0.8030383,FRPL,1,0.74947286,1,0.94314718,1,0.94003117,1,0.7607541937,0.8057075752,0.7158008121,0.64705884
01,057,Alabama,Fayette County,16433,15196.45,41131.74,88139.44,1.8753351399,2.238574474,0.6247398135,0.6893119316,0.5601676953,0.0313022903,0.0545249196,0.008079661,0.0063257565,0.0168989809,-0.004247468,0.2707831769,0.330044095,0.2115222589,0.0023670557,0.0088477095,-0.004113598,0.0644819071,0.0972366526,0.0317271617,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.6270619536297986,1,20.951642282155237,1,0,1,0.11652930911653431,1,0.8166633663415701,1,0.9497335359768787,1,2.61,3.18,1,1,0.8927919507,1.0035012938,0.7820826075,30,0.409426662,0.5949075506,0.2239457734,27,0.72158933,0.50432312,0.93885553,6,1,1,FRPL,1,1,1,1,1,1,1,0.6965470413,0.7426517523,0.6504423303,0.59325182
01,059,Alabama,Franklin County,31363,19046.22,48628.66,90165.63,1.8791295036,1.9472612573,0.6521931006,0.7019486969,0.6024375042,0.0556335138,0.0795789784,0.0316880492,0.0062363582,0.0144605232,-0.001987807,0.2006548338,0.2424933939,0.1588162737,0.0227367247,0.0383090863,0.0071643631,0.062545469,0.0878418139,0.0372491242,1,1,0,3,0,3,0,3,1.058703071672355,3,0.5488944609072259,1,36.08195685816253,1,0,1,0.15911709115487246,1,0.9140178709977443,1,0.6774165136986204,1,2.67,2.59,1,1,0.9730375881,1.0188601779,0.9272149983,48,0.4404799495,0.6073535022,0.2736063968,34,0.79975539,0.66548085,0.93402994,6,1,1,FRPL,1,1,1,1,1,1,1,0.7660744118,0.7999757626,0.732173061,0.65257698
01,061,Alabama,Geneva County,26314,17222.65,45386.75,95069.02,1.7976944833,1.769300068,0.6039993478,0.635568055,0.5724306407,0.0354155427,0.0473460165,0.0234850689,0.0459860918,0.0595062326,0.032465951,0.2336551632,0.2609694849,0.2063408415,0.007449332,0.012999749,0.0018989149,0.0734945226,0.0903384008,0.0566506444,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5731416037046064,1,18.847106205250597,1,0,1,0.12883529540073632,1,0.8874262445607903,1,0.9471441540402307,1,5.91,19.38,1,1,0.8807471155,0.9536104993,0.8078837316,76,0.3053140097,0.3974412562,0.2131867631,96,0.96491987,0.79495168,1.1348881,6,1,1,FRPL,1,1,1,1,1,1,1,0.7152931648,0.7375733578,0.6930129718,0.58177829
01,063,Alabama,Greene County,8233,10130.97,28164.1,73246.91,1.4754279519,1.3742240041,0.3059393793,0.3738262564,0.2380525022,0.0231498268,0.045304089,9.955647e-4,0.1221514709,0.1703938349,0.0739091068,0.4737394233,0.5472990676,0.4001797791,0,0,0,0.0750198997,0.113828133,0.0362116664,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.7399545109931767,1,13.242782450556945,1,0.6545545318998474,1,0.80845010633572,1,0.2035807898536294,1,0.9244207463984722,1,0,4.62,1,1,0.889020994,1.0429330019,0.7351089862,16,0.4557716437,0.6687868749,0.2427564124,21,0.67099077,0.37332058,0.96866095,6,1,1,FRPL,1,1,3,1,1,1,3,0.6030012628,0.6571196594,0.5488828663,0.61549872
01,065,Alabama,Hale County,14726,10130.97,28164.1,73246.91,1.4470595909,1.4901827989,0.3059393726,0.3738262492,0.2380524959,0.0231498235,0.0453040841,9.955629e-4,0.1221514563,0.1703938179,0.0739090948,0.4737394495,0.5472990939,0.400179805,0,0,0,0.0750198981,0.1138281311,0.0362116652,1,1,0,3,0.8837567359507311,3,0,3,1.3965936739659366,3,0.695201037613489,1,14.13389202884428,1,0,1,0.5074310792114209,1,0.3515869412697934,1,0.9591676358369677,1,14.02,27.24,1,1,0.8890210134,1.0429330095,0.7351090174,16,0.4557716437,0.6687868749,0.2427564124,21,1.0310644,0.78501552,1.2771133,6,1,1,FRPL,1,1,1,1,1,1,1,0.6030012593,0.6571196559,0.5488828626,0.62829989
01,067,Alabama,Henry County,17209,17222.65,45386.75,95069.02,1.7934452241,1.8144169697,0.6039993274,0.6355680348,0.57243062,0.0354155404,0.0473460138,0.0234850669,0.0459860974,0.059506239,0.0324659558,0.2336551737,0.2609694958,0.2063408516,0.0074493337,0.0129997513,0.001898916,0.0734945275,0.0903384062,0.0566506487,1,1,0,3,0.4198373983739837,3,0,3,1.5015119795301235,3,0.6053243344581928,1,15.24279096699479,1,0,1,0.28226897329291045,1,0.6695394943458374,1,0.9575929884463795,1,6.27,21.1,1,1,0.8807471404,0.9536105177,0.8078837632,76,0.3053140097,0.3974412562,0.2131867631,96,1.0025274,0.81108654,1.1939682,6,1,0.8454988,FRPL,1,0.82094377,1,0.89182061,1,0.81818181,1,0.7152931641,0.7375733571,0.693012971,0.74805343
