state,county,state_name,county_name,population,pctl_20,pctl_50,pctl_80,share_affordable_80_ami,share_affordable_50_ami,famstruc_2par_married,famstruc_2par_married_ub,famstruc_2par_married_lb,famstruc_2par_unmarried,famstruc_2par_unmarried_ub,famstruc_2par_unmarried_lb,famstruc_1par_plusadults,famstruc_1par_plusadults_ub,famstruc_1par_plusadults_lb,famstruc_1par_noadults,famstruc_1par_noadults_ub,famstruc_1par_noadults_lb,famstruc_0par_2adults,famstruc_0par_2adults_ub,famstruc_0par_2adults_lb,famstruc_0par_other,famstruc_0par_other_ub,famstruc_0par_other_lb,asian_other,asian_other_quality,black_nonhispanic,black_nonhispanic_quality,hispanic,hispanic_quality,white_nonhispanic,white_nonhispanic_quality,election_turnout,election_turnout_quality,poverty_exposure,poverty_exposure_quality,white_nh_exposure,white_nh_exposure_quality,black_nh_exposure,black_nh_exposure_quality,hispanic_exposure,hispanic_exposure_quality,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,_FREQ_.x,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,_FREQ_.y,share_employed,share_employed_ub,share_employed_lb,average_to_living_wage_ratio
1,21,Alabama,Chilton County,44153,15804.31,42854,84593.6,1.830056781,1.782355328,0.477074457,0.543076556,0.411072359,0.080140745,0.116019066,0.044262424,0.07755557,0.112900029,0.042211111,0.299522437,0.360050465,0.238994409,0,0,0,0.065706791,0.098447754,0.032965827,0,3,1.059888167,3,0,3,1.083178071,3,0.582126446,1,0,1,0.160579564,1,0.840548827,1,0.845884877,1,22.54,25.12,1,1,0.880339953,0.998469044,0.762210862,29,0.468838527,0.721381548,0.216295506,15,0.664556568,0.711118731,0.617994405,0.67389697
1,23,Alabama,Choctaw County,12841,13778.12,37484.59,81047.76,1.580267803,1.976569768,0.44270509,0.502509461,0.382900719,0.02246602,0.040308784,0.004623256,0.043949566,0.068629889,0.019269244,0.352251524,0.409764094,0.294738954,0.052235144,0.079024658,0.02544563,0.086392657,0.120218711,0.052566603,NA,NA,NA,NA,NA,NA,NA,NA,0.693485497,1,0,1,0.304894898,1,0.402446705,1,0.985469431,1,0.79,11.8,1,1,0.831204865,0.972493813,0.689915918,27,0.133420536,0.278853201,-0.012012128,21,0.62245772,0.667348256,0.577567184,0.89246321
1,25,Alabama,Clarke County,23920,13778.12,37484.59,81047.76,1.580267784,1.976569742,0.442705081,0.502509452,0.382900709,0.02246602,0.040308785,0.004623256,0.043949571,0.068629895,0.019269247,0.352251534,0.409764104,0.294738963,0.052235136,0.079024648,0.025445624,0.086392658,0.120218713,0.052566604,0,3,0.68848888,3,0,3,1.324990017,3,0.678874707,1,0.118341739,1,0.425663483,1,0.50009399,1,0.992968312,1,0.67,7.52,1,1,0.83120485,0.972493802,0.689915897,27,0.133420536,0.278853201,-0.012012128,21,0.62245772,0.667348256,0.577567184,0.71746391
1,27,Alabama,Clay County,13275,15500.38,38497.69,80034.66,1.668368041,1.801275053,0.535801712,0.593102869,0.478500554,0.033311764,0.053930004,0.012693523,0.087471509,0.119932823,0.055010194,0.285372648,0.337259291,0.233486006,0.011563459,0.02384712,-7.20E-04,0.046478909,0.070667061,0.022290757,NA,NA,NA,NA,NA,NA,NA,NA,0.639382239,1,0,1,0.172546776,1,0.835785119,1,0.939009659,1,4.52,13.75,1,1,0.796067968,0.972655026,0.61948091,20,0.374320652,0.564027877,0.184613427,25,0.714860394,0.755852715,0.673868074,0.61086398
1,29,Alabama,Cleburne County,14987,15500.38,38497.69,80034.66,1.648159582,1.778434659,0.53580168,0.593102838,0.478500523,0.033311767,0.053930009,0.012693525,0.087471521,0.119932837,0.055010204,0.285372655,0.337259298,0.233486013,0.011563459,0.02384712,-7.20E-04,0.046478918,0.070667073,0.022290764,NA,NA,NA,NA,NA,NA,NA,NA,0.583709606,1,0,1,0.049432571,1,0.956213575,1,0.946363909,1,2.53,7.85,1,1,0.79606797,0.972655027,0.619480912,20,0.374320652,0.564027877,0.184613427,25,0.714860404,0.755852724,0.673868084,0.78698558
1,31,Alabama,Coffee County,51909,16918.72,47615.56,97257.31,1.831080496,2.016037898,0.474676374,0.524753185,0.424599563,0.082700694,0.110321383,0.055080006,0.021711221,0.036326263,0.00709618,0.377342559,0.425951581,0.328733538,8.07E-04,0.003654193,-0.00204052,0.042762315,0.063051513,0.022473117,NA,NA,NA,NA,NA,NA,NA,NA,0.547147938,1,0,1,0.209512831,1,0.745561988,1,0.885939847,1,18.25,17.25,1,1,0.759803925,0.905562066,0.614045784,33,0.358383686,0.515028721,0.20173865,36,0.744421997,0.777475261,0.711368734,0.6094436
1,33,Alabama,Colbert County,54762,19046.22,48628.66,90165.63,1.836435497,2.048560378,0.652193123,0.701948718,0.602437527,0.055633514,0.079578978,0.031688049,0.006236356,0.01446052,-0.001987807,0.200654817,0.242493375,0.158816258,0.022736725,0.038309086,0.007164363,0.062545466,0.087841811,0.037249122,NA,NA,NA,NA,NA,NA,NA,NA,0.589913579,1,0.088347724,1,0.169040307,1,0.768498876,1,0.958066982,1,17.04,22.68,1,1,0.973037593,1.018860179,0.927215008,48,0.44047995,0.607353502,0.273606397,34,0.766074426,0.799975776,0.732173076,0.7826246
1,35,Alabama,Conecuh County,12277,13778.12,37484.59,81047.76,1.600560958,1.982886679,0.442705095,0.502509466,0.382900723,0.022466017,0.04030878,0.004623254,0.043949572,0.068629897,0.019269248,0.352251504,0.409764073,0.294738935,0.052235147,0.079024662,0.025445632,0.086392665,0.120218721,0.052566609,NA,NA,NA,NA,NA,NA,NA,NA,0.670229008,1,0,1,0.449934251,1,0.481919333,1,0.959265636,1,0,7.09,1,1,0.83120486,0.972493809,0.689915911,27,0.133420536,0.278853201,-0.012012128,21,0.622457718,0.667348254,0.577567182,0.63867265
1,37,Alabama,Coosa County,10715,15804.31,42854,84593.6,1.868884174,1.784736014,0.477074434,0.543076532,0.411072336,0.080140732,0.11601905,0.044262414,0.077555582,0.112900043,0.042211121,0.299522456,0.360050485,0.238994427,0,0,0,0.065706796,0.098447761,0.032965832,0,3,0,3,0,3,1.126436782,3,0.59988578,1,0,1,0.230822181,1,0.435835498,1,0.985511446,1,3.39,14.43,1,1,0.88033995,0.998469043,0.762210857,29,0.468838527,0.721381548,0.216295506,15,0.664556552,0.711118715,0.617994388,0.65225351
1,39,Alabama,Covington County,36986,16918.72,47615.56,97257.31,2.022614371,2.103006422,0.474676361,0.524753172,0.42459955,0.082700705,0.110321396,0.055080015,0.021711225,0.036326268,0.007096182,0.377342565,0.425951586,0.328733543,8.07E-04,0.003654192,-0.00204052,0.042762308,0.063051505,0.022473112,NA,NA,NA,NA,NA,NA,NA,NA,0.544120157,1,0.092238845,1,0.127438739,1,0.761833304,1,0.975442922,1,3.09,8.85,1,1,0.759803931,0.905562071,0.614045791,33,0.358383686,0.515028721,0.20173865,36,0.744421988,0.777475252,0.711368724,0.64794219
1,41,Alabama,Crenshaw County,13824,16918.72,47615.56,97257.31,1.990953961,2.017027623,0.474676362,0.524753173,0.424599551,0.082700705,0.110321395,0.055080015,0.021711224,0.036326266,0.007096181,0.377342558,0.425951579,0.328733537,8.07E-04,0.003654191,-0.00204052,0.042762315,0.063051514,0.022473117,NA,NA,NA,NA,NA,NA,NA,NA,0.594874229,1,0,1,0.243229109,1,0.759352821,1,0.947007178,1,3.32,10.98,1,1,0.759803926,0.905562067,0.614045785,33,0.358383686,0.515028721,0.20173865,36,0.744422002,0.777475266,0.711368739,0.65535784
1,43,Alabama,Cullman County,83442,19451.46,44373.65,87126.34,1.802904774,2.045766574,0.56626884,0.632208674,0.500329006,0.036118344,0.060944072,0.011292617,0.059523339,0.091004001,0.028042677,0.254539061,0.312497391,0.19658073,0,0,0,0.083550416,0.120367959,0.046732873,0,3,0,3,0,3,1.138112655,3,0.614572008,1,0,1,0.05328308,1,0.953888612,1,0.92598365,1,5.98,7.72,1,1,0.832052699,0.99588631,0.668219087,20,0.137780758,0.270267535,0.00529398,26,0.711729469,0.756063935,0.667395003,0.68290442
1,45,Alabama,Dale County,48956,17222.65,45386.75,95069.02,1.794852822,1.83892567,0.603999329,0.635568036,0.572430622,0.03541554,0.047346013,0.023485067,0.045986102,0.059506244,0.032465959,0.233655173,0.260969495,0.206340851,0.007449333,0.01299975,0.001898916,0.073494524,0.090338402,0.056650645,NA,NA,NA,NA,NA,NA,NA,NA,0.501243149,1,0,1,0.233379762,1,0.714100093,1,0.887855929,1,14.04,14.61,1,1,0.880747132,0.953610511,0.807883752,76,0.30531401,0.397441256,0.213186763,96,0.715293169,0.737573362,0.693012976,0.95811719
1,47,Alabama,Dallas County,38310,10130.97,28164.1,73246.91,1.475427928,1.37422396,0.305939399,0.373826277,0.238052521,0.023149827,0.045304089,9.96E-04,0.122151421,0.170393777,0.073909066,0.473739448,0.547299093,0.400179804,0,0,0,0.075019905,0.113828139,0.03621167,0,3,0,3,0,3,1.40260223,3,0.613816756,1,0.460969897,1,0.538525947,1,0.225770425,1,0.964491933,1,0.31,4.49,1,1,0.889021008,1.042933007,0.735109008,16,0.455771644,0.668786875,0.242756412,21,0.603001258,0.657119655,0.548882862,0.67204309
1,49,Alabama,DeKalb County,71385,14689.91,35458.39,75982.27,1.549189771,1.758937549,0.622134684,0.675342012,0.568927356,0.066833815,0.094239354,0.039428276,0.019663326,0.034899532,0.00442712,0.212320904,0.257198726,0.167443083,0.003975644,0.010881213,-0.002929925,0.075071627,0.103988591,0.046154663,0,3,0,3,0,3,1.165137615,3,0.520895522,1,0,1,0.137249453,1,0.967400429,1,0.738140518,1,3.43,23.48,1,1,0.765886263,0.942832088,0.588940438,22,0.259300184,0.421630482,0.096969886,28,0.642552912,0.685516689,0.599589135,0.66352898
1,51,Alabama,Elmore County,81887,20160.63,53694.14,102322.8,1.675608788,1.582391013,0.672138521,0.723815966,0.620461077,0.039787788,0.061304948,0.018270628,0.058455538,0.084281689,0.032629387,0.190831301,0.234089734,0.147572868,0.006581253,0.015482419,-0.002319913,0.032205599,0.05164056,0.012770638,NA,NA,NA,NA,NA,NA,NA,NA,0.606001464,1,0,1,0.227295837,1,0.751948498,1,0.949748647,1,17.58,14.21,1,1,0.852752845,0.994523223,0.710982468,24,0.193618443,0.317631503,0.069605383,39,0.763375051,0.800517568,0.726232535,0.59957552
1,53,Alabama,Escambia County,36748,13778.12,37484.59,81047.76,1.600560958,1.982886707,0.442705083,0.502509454,0.382900711,0.022466027,0.040308793,0.00462326,0.043949561,0.068629883,0.01926924,0.352251508,0.409764078,0.294738939,0.052235152,0.079024668,0.025445636,0.086392669,0.120218725,0.052566613,0,3,0,3,0,3,1.571883289,3,0.506137061,1,0.097829377,1,0.292795023,1,0.564758776,1,0.959383775,1,0.77,0.79,1,1,0.831204927,0.972493854,0.689916,27,0.133420536,0.278853201,-0.012012128,21,0.622457727,0.667348263,0.577567191,0.70541346
1,55,Alabama,Etowah County,102501,22288.13,45386.75,89152.54,1.747188833,2.070160201,0.512933004,0.581189995,0.444676014,0.119687414,0.16401409,0.075360739,0.099031167,0.139822068,0.058240267,0.190933187,0.244606125,0.13726025,0.008363038,0.020799042,-0.004072966,0.069052189,0.103675919,0.034428459,0,3,1.263689764,3,0,3,0.913273552,3,0.560599137,1,0.097037041,1,0.125921768,1,0.582087684,1,0.87696046,1,10.74,15.82,1,1,1,1,1,19,0.303755523,0.46832088,0.139190166,30,0.760754194,0.805707575,0.715800812,0.64705884
1,57,Alabama,Fayette County,16433,15196.45,41131.74,88139.44,1.87533514,2.238574474,0.624739814,0.689311932,0.560167695,0.03130229,0.05452492,0.008079661,0.006325757,0.016898981,-0.004247468,0.270783177,0.330044095,0.211522259,0.002367056,0.00884771,-0.004113598,0.064481907,0.097236653,0.031727162,NA,NA,NA,NA,NA,NA,NA,NA,0.627061954,1,0,1,0.116529309,1,0.816663366,1,0.949733536,1,2.61,3.18,1,1,0.892791951,1.003501294,0.782082608,30,0.409426662,0.594907551,0.223945773,27,0.696547041,0.742651752,0.65044233,0.59325182
1,59,Alabama,Franklin County,31363,19046.22,48628.66,90165.63,1.879129504,1.947261257,0.652193101,0.701948697,0.602437504,0.055633514,0.079578978,0.031688049,0.006236358,0.014460523,-0.001987807,0.200654834,0.242493394,0.158816274,0.022736725,0.038309086,0.007164363,0.062545469,0.087841814,0.037249124,0,3,0,3,0,3,1.058703072,3,0.548894461,1,0,1,0.159117091,1,0.914017871,1,0.677416514,1,2.67,2.59,1,1,0.973037588,1.018860178,0.927214998,48,0.44047995,0.607353502,0.273606397,34,0.766074412,0.799975763,0.732173061,0.65257698
1,61,Alabama,Geneva County,26314,17222.65,45386.75,95069.02,1.797694483,1.769300068,0.603999348,0.635568055,0.572430641,0.035415543,0.047346017,0.023485069,0.045986092,0.059506233,0.032465951,0.233655163,0.260969485,0.206340842,0.007449332,0.012999749,0.001898915,0.073494523,0.090338401,0.056650644,NA,NA,NA,NA,NA,NA,NA,NA,0.573141604,1,0,1,0.128835295,1,0.887426245,1,0.947144154,1,5.91,19.38,1,1,0.880747116,0.953610499,0.807883732,76,0.30531401,0.397441256,0.213186763,96,0.715293165,0.737573358,0.693012972,0.58177829
1,63,Alabama,Greene County,8233,10130.97,28164.1,73246.91,1.475427952,1.374224004,0.305939379,0.373826256,0.238052502,0.023149827,0.045304089,9.96E-04,0.122151471,0.170393835,0.073909107,0.473739423,0.547299068,0.400179779,0,0,0,0.0750199,0.113828133,0.036211666,NA,NA,NA,NA,NA,NA,NA,NA,0.739954511,1,0.654554532,1,0.808450106,1,0.20358079,1,0.924420746,1,0,4.62,1,1,0.889020994,1.042933002,0.735108986,16,0.455771644,0.668786875,0.242756412,21,0.603001263,0.657119659,0.548882866,0.61549872
1,65,Alabama,Hale County,14726,10130.97,28164.1,73246.91,1.447059591,1.490182799,0.305939373,0.373826249,0.238052496,0.023149824,0.045304084,9.96E-04,0.122151456,0.170393818,0.073909095,0.47373945,0.547299094,0.400179805,0,0,0,0.075019898,0.113828131,0.036211665,0,3,0.883756736,3,0,3,1.396593674,3,0.695201038,1,0,1,0.507431079,1,0.351586941,1,0.959167636,1,14.02,27.24,1,1,0.889021013,1.04293301,0.735109017,16,0.455771644,0.668786875,0.242756412,21,0.603001259,0.657119656,0.548882863,0.62829989
1,67,Alabama,Henry County,17209,17222.65,45386.75,95069.02,1.793445224,1.81441697,0.603999327,0.635568035,0.57243062,0.03541554,0.047346014,0.023485067,0.045986097,0.059506239,0.032465956,0.233655174,0.260969496,0.206340852,0.007449334,0.012999751,0.001898916,0.073494528,0.090338406,0.056650649,0,3,0.419837398,3,0,3,1.50151198,3,0.605324334,1,0,1,0.282268973,1,0.669539494,1,0.957592988,1,6.27,21.1,1,1,0.88074714,0.953610518,0.807883763,76,0.30531401,0.397441256,0.213186763,96,0.715293164,0.737573357,0.693012971,0.74805343
1,69,Alabama,Houston County,104722,17222.65,45386.75,95069.02,1.797694482,1.76930007,0.603999346,0.635568053,0.572430639,0.035415537,0.04734601,0.023485064,0.045986104,0.059506247,0.032465962,0.233655156,0.260969477,0.206340834,0.00744933,0.012999747,0.001898914,0.073494526,0.090338405,0.056650648,NA,NA,NA,NA,NA,NA,NA,NA,0.546058782,1,0.122010015,1,0.225921569,1,0.537695287,1,0.950260689,1,13.33,8.86,1,1,0.880747111,0.953610496,0.807883726,76,0.30531401,0.397441256,0.213186763,96,0.715293167,0.73757336,0.693012974,0.751921
1,71,Alabama,Jackson County,51736,14689.91,35458.39,75982.27,1.549189734,1.758937486,0.622134663,0.675341992,0.568927334,0.066833816,0.094239356,0.039428277,0.019663321,0.034899526,0.004427117,0.212320921,0.257198744,0.167443098,0.003975646,0.010881216,-0.002929925,0.075071633,0.103988598,0.046154668,NA,NA,NA,NA,NA,NA,NA,NA,0.515197643,1,0,1,0.060882841,1,0.936636829,1,0.954392506,1,4.39,8.43,1,1,0.7658863,0.942832115,0.588940485,22,0.259300184,0.421630482,0.096969886,28,0.642552912,0.685516689,0.599589135,0.63689601
1,73,Alabama,Jefferson County,659300,20971.11,55112.48,108604,1.631188232,1.481828811,0.524469149,0.555345243,0.493593054,0.052301707,0.066066384,0.03853703,0.031911876,0.042778801,0.021044951,0.335645397,0.364840725,0.306450068,0.004153609,0.008129936,1.77E-04,0.051518262,0.065185103,0.037851422,0,3,0.166778319,3,0,3,1.269096781,3,0.619514679,1,0.181816374,1,0.254266804,1,0.314553583,1,0.905203125,1,44.38,42.25,1,1,0.971569529,1.006493645,0.936645414,87,0.558486527,0.651709115,0.46526394,109,0.779264214,0.79772958,0.760798848,0.94646609
1,75,Alabama,Lamar County,13844,15196.45,41131.74,88139.44,1.875335141,2.238574498,0.624739837,0.689311954,0.560167719,0.031302289,0.054524918,0.00807966,0.006325755,0.016898978,-0.004247468,0.270783169,0.330044087,0.211522252,0.002367058,0.008847714,-0.004113599,0.064481892,0.097236634,0.03172715,0,3,0,3,0,3,1.206528981,3,0.635583942,1,0,1,0.127456106,1,0.887656948,1,0.977703027,1,1,0,1,1,0.892791951,1.003501294,0.782082608,30,0.409426662,0.594907551,0.223945773,27,0.696547023,0.742651735,0.650442311,0.71375608
1,77,Alabama,Lauderdale County,92387,19046.22,48628.66,90165.63,1.836435501,2.048560359,0.652193127,0.701948723,0.602437532,0.055633505,0.079578967,0.031688042,0.006236358,0.014460523,-0.001987807,0.200654817,0.242493375,0.158816258,0.022736723,0.038309084,0.007164362,0.062545471,0.087841816,0.037249126,NA,NA,NA,NA,NA,NA,NA,NA,0.543411013,1,0.040098288,1,0.105212499,1,0.75621085,1,0.94922344,1,20.36,19.94,1,1,0.973037585,1.018860177,0.927214993,48,0.44047995,0.607353502,0.273606397,34,0.766074416,0.799975767,0.732173065,0.61766857
1,79,Alabama,Lawrence County,32957,22085.51,47615.56,99688.74,1.739457028,2.129591369,0.594080207,0.657135387,0.531025028,0.035141854,0.058785921,0.011497787,0.104278745,0.143521767,0.065035722,0.164677938,0.212301601,0.117054275,0.016219319,0.032439047,-4.09E-07,0.085601938,0.121526175,0.0496777,NA,NA,NA,NA,NA,NA,NA,NA,0.570455857,1,0,1,0.09137786,1,0.622898933,1,0.957799365,1,11.09,25.94,1,1,0.973645139,1.04567457,0.901615708,19,0.450695322,0.66350658,0.237884065,21,0.743544957,0.783494238,0.703595676,0.6158492
1,81,Alabama,Lee County,163941,14446.76,47109.01,109414.5,1.583001924,1.248700972,0.568968896,0.634113456,0.503824337,0.00386349,0.012024218,-0.004297238,0.043534254,0.070377179,0.016691328,0.333659957,0.395686787,0.271633127,0.009406758,0.022105107,-0.003291591,0.040566645,0.066518687,0.014614603,0,3,0.834130782,3,0,3,1.237966684,3,0.513164853,1,0.340899155,1,0.229817995,1,0.652398458,1,0.953848961,1,26.05,33.38,1,1,0.971585931,1.020680908,0.922490954,44,0.481127328,0.685325836,0.276928819,23,0.804740934,0.845632723,0.763849144,0.67198581
1,83,Alabama,Limestone County,96174,30392.91,73550.84,118633.7,2.020878796,2.435858173,0.674286433,0.730925793,0.617647074,0.024587262,0.043303886,0.005870639,0.049695007,0.075959322,0.023430692,0.217204828,0.26704012,0.167369537,0.002873026,0.009341817,-0.003595766,0.031353444,0.052415633,0.010291256,NA,NA,NA,NA,NA,NA,NA,NA,0.599167286,1,0,1,0.17815252,1,0.793883378,1,0.901647731,1,39.16,37.68,1,1,0.922478659,1.034225057,0.810732262,22,0.420575179,0.610328665,0.230821692,26,0.8019342,0.83662595,0.76724245,0.84960938
1,85,Alabama,Lowndes County,9974,20160.63,53694.14,102322.8,1.675608772,1.582391005,0.672138529,0.723815973,0.620461084,0.0397878,0.061304963,0.018270637,0.058455522,0.08428167,0.032629375,0.190831302,0.234089735,0.147572869,0.006581249,0.015482412,-0.002319915,0.032205598,0.051640559,0.012770637,NA,NA,NA,NA,NA,NA,NA,NA,0.825185185,1,0,1,0.706484689,1,0.243287893,1,0.985720401,1,18.39,39.87,1,1,0.852752919,0.994523267,0.710982571,24,0.193618443,0.317631503,0.069605383,39,0.76337505,0.800517567,0.726232533,0.7702511
1,87,Alabama,Macon County,18439,12157.16,34040.06,75982.27,1.523643647,1.35933901,0.453460271,0.515420173,0.391500369,0.02378665,0.042752367,0.004820934,0.066264887,0.097223665,0.035306109,0.406731303,0.467869094,0.345593511,0,0,0,0.049756889,0.076819781,0.022693997,0,3,1.043546065,3,0,3,0,3,0.570003118,1,0,1,0.624403896,1,0.137822347,1,0.941893328,1,1.03,1.21,1,1,0.843301836,1.006758544,0.679845128,19,0.349230769,0.532478731,0.165982807,26,0.640617048,0.6862354,0.594998697,0.76010388
